   ic    phi          rho         theta         alfa       epsilon         mu           r            b          gamma
3530 3.974156e-01 4.365939e-01 4.197820e-06 5.254678e-08 1.667632e-01 4.538687e-03 6.069687e-02 1.828768e-12 3.530457e-06  
3531 2.068489e-01 3.661515e-01 6.629792e-06 4.860968e-08 2.160382e-01 4.827679e-03 7.570055e-02 1.665182e-12 4.744034e-06  
3532 3.037737e-01 3.044199e-01 7.397942e-06 3.509169e-08 1.206837e-01 4.378355e-03 7.281109e-02 2.154739e-12 4.958795e-06  
3533 1.671767e-01 1.795653e-01 5.602001e-06 3.425945e-08 1.540397e-01 4.474241e-03 8.371892e-02 2.006594e-12 4.100455e-06  
3534 2.252108e-01 4.130753e-01 3.053498e-06 2.067393e-08 2.085041e-01 2.163048e-03 5.828621e-02 1.823933e-12 5.660287e-06  
3535 1.186320e-01 1.732405e-01 6.563066e-06 6.574668e-08 7.512927e-02 2.371998e-03 4.474008e-02 1.286386e-12 3.164880e-06  
3536 3.784308e-01 4.716772e-01 5.838932e-06 3.969183e-08 1.426398e-01 2.054751e-03 6.748283e-02 1.723319e-12 2.096975e-06  
3537 4.199048e-01 4.778214e-01 4.667491e-06 6.625817e-08 2.164800e-01 5.141695e-03 8.073970e-02 8.052084e-13 5.366852e-06  
3538 2.647241e-01 3.208488e-01 2.794589e-06 4.194726e-08 2.111450e-01 7.940546e-03 5.960112e-02 7.336769e-13 4.143816e-06  
3539 1.780447e-01 3.937331e-01 8.582042e-06 1.822468e-08 2.266131e-01 7.249803e-03 5.932628e-02 2.171322e-12 4.593254e-06  
3540 3.076539e-01 4.998542e-01 7.077242e-06 3.129359e-08 2.320636e-01 5.845782e-03 5.080830e-02 1.117786e-12 2.111544e-06  
3541 2.141908e-01 3.489081e-01 7.388527e-06 3.340429e-08 2.137098e-01 2.060192e-03 8.756201e-02 9.378848e-13 2.472064e-06  
3542 3.209080e-01 3.709689e-01 7.679507e-06 5.240594e-08 1.589037e-01 6.417811e-03 6.248350e-02 5.973699e-13 3.100925e-06  
3543 3.117687e-01 3.376530e-01 5.132742e-06 2.889395e-08 1.781090e-01 3.760105e-03 7.073080e-02 1.973872e-12 4.881573e-06  
3544 2.666793e-01 3.285644e-01 2.656434e-06 6.195071e-08 7.884944e-02 3.402643e-03 7.646000e-02 1.427794e-12 4.979782e-06  
3545 2.673464e-01 3.152938e-01 7.948212e-06 5.047481e-08 7.251133e-02 3.602822e-03 6.519047e-02 1.652056e-12 4.259513e-06  
3546 1.422065e-01 1.888839e-01 3.053787e-06 1.829438e-08 1.451307e-01 2.471092e-03 7.735926e-02 7.831189e-13 5.479506e-06  
3547 3.757414e-01 4.456560e-01 5.746369e-06 1.929986e-08 1.752945e-01 7.804290e-03 5.015364e-02 1.926493e-12 2.620539e-06  
3548 2.683868e-01 3.045361e-01 5.370656e-06 6.888654e-08 1.723124e-01 2.727389e-03 6.087631e-02 7.237916e-13 5.864267e-06  
3549 2.207286e-01 3.787341e-01 7.407022e-06 2.293531e-08 1.767954e-01 5.028470e-03 4.964159e-02 1.149040e-12 2.308883e-06  
3550 1.499501e-01 1.550103e-01 7.332688e-06 7.100345e-08 1.289657e-01 6.007044e-03 8.922299e-02 1.735488e-12 3.208013e-06  
3551 1.997550e-01 3.036210e-01 9.259593e-06 4.036964e-08 1.506844e-01 5.196975e-03 6.901099e-02 1.839311e-12 5.841407e-06  
3552 4.138325e-01 4.592753e-01 7.623256e-06 4.498581e-08 1.327954e-01 3.194409e-03 6.432618e-02 1.187770e-12 5.225355e-06  
3553 2.219482e-01 3.260497e-01 3.215751e-06 2.981519e-08 1.322952e-01 3.766878e-03 7.660543e-02 7.708560e-13 3.370319e-06  
3554 3.410392e-01 3.912131e-01 8.311740e-06 2.620667e-08 2.233744e-01 6.752650e-03 6.874552e-02 1.651075e-12 5.685880e-06  
3555 1.258722e-01 1.855774e-01 7.861620e-06 2.722866e-08 1.784707e-01 4.904352e-03 8.755973e-02 1.795112e-12 4.394540e-06  
3556 2.474145e-01 3.265399e-01 2.810517e-06 6.927883e-08 2.342664e-01 3.309512e-03 7.454926e-02 1.206639e-12 4.585814e-06  
3557 2.551043e-01 3.345203e-01 3.890715e-06 4.549650e-08 1.828651e-01 3.644035e-03 5.005342e-02 1.538398e-12 4.280589e-06  
3558 2.582304e-01 2.956175e-01 6.600703e-06 7.114887e-08 1.318501e-01 6.198636e-03 7.905244e-02 8.140345e-13 2.101398e-06  
3559 1.077656e-01 1.491700e-01 8.252653e-06 5.769847e-08 6.076884e-02 3.438032e-03 6.201532e-02 7.100744e-13 4.680043e-06  
3560 4.071803e-01 4.974536e-01 2.449150e-06 4.187157e-08 1.117766e-01 5.518202e-03 6.760107e-02 9.077801e-13 1.579165e-06  
3561 3.300865e-01 3.766708e-01 8.423656e-06 2.147000e-08 1.835726e-01 5.274152e-03 7.707891e-02 1.997581e-12 4.948800e-06  
3562 3.218980e-01 4.248869e-01 9.560941e-06 4.561721e-08 1.583569e-01 3.142384e-03 6.252877e-02 8.236776e-13 3.479127e-06  
3563 3.778621e-01 4.910733e-01 5.302476e-06 4.816185e-08 2.221007e-01 6.470319e-03 5.724703e-02 1.187760e-12 5.371760e-06  
3564 1.661799e-01 2.121755e-01 4.284305e-06 5.205819e-08 8.938435e-02 3.698399e-03 4.671820e-02 6.954955e-13 3.050086e-06  
3565 3.052647e-01 3.398112e-01 9.556343e-06 7.138425e-08 1.628674e-01 2.230807e-03 8.284342e-02 7.909861e-13 4.969647e-06  
3566 1.231798e-01 2.522490e-01 9.495048e-06 1.911041e-08 1.571714e-01 7.500301e-03 6.039987e-02 9.435766e-13 4.458779e-06  
3567 1.554928e-01 2.327034e-01 8.700435e-06 6.041909e-08 1.604639e-01 2.179937e-03 4.459400e-02 7.793439e-13 4.957687e-06  
3568 1.275589e-01 2.649104e-01 6.582117e-06 5.761851e-08 2.196687e-01 5.586419e-03 5.791739e-02 2.182219e-12 4.336346e-06  
3569 2.622378e-01 3.731267e-01 6.785451e-06 2.128982e-08 1.399420e-01 7.168320e-03 5.961842e-02 2.213393e-12 5.823165e-06  
3570 3.383905e-01 4.492475e-01 3.567949e-06 6.891704e-08 1.836848e-01 4.317402e-03 4.669747e-02 8.230461e-13 3.432158e-06  
3571 3.375223e-01 5.235093e-01 5.098236e-06 5.179100e-08 2.165861e-01 5.029076e-03 5.362967e-02 5.969488e-13 2.257568e-06  
3572 2.972401e-01 3.401847e-01 9.433435e-06 5.481623e-08 9.150738e-02 3.163010e-03 6.911797e-02 2.139998e-12 2.616164e-06  
3573 1.082048e-01 2.043509e-01 4.327908e-06 2.487315e-08 1.890560e-01 7.921799e-03 7.263012e-02 6.500071e-13 1.732695e-06  
3574 3.783580e-01 4.118411e-01 3.612742e-06 5.207206e-08 1.053024e-01 7.218886e-03 6.160751e-02 2.011776e-12 3.842510e-06  
3575 3.600111e-01 3.804524e-01 2.960771e-06 2.836519e-08 1.116190e-01 7.272298e-03 4.969148e-02 1.734085e-12 3.230377e-06  
3576 2.955093e-01 3.583323e-01 2.747465e-06 3.762459e-08 1.629509e-01 3.208548e-03 5.877431e-02 8.327374e-13 4.039353e-06  
3577 3.961782e-01 4.876774e-01 7.957011e-06 4.693411e-08 2.321959e-01 7.348768e-03 8.419228e-02 1.814123e-12 4.080091e-06  
3578 2.483411e-01 2.561312e-01 6.363641e-06 7.066722e-08 1.537421e-01 7.984825e-03 4.910030e-02 2.153179e-12 1.975293e-06  
3579 1.615387e-01 2.274608e-01 8.287107e-06 6.719037e-08 8.477652e-02 5.883909e-03 5.880771e-02 1.619415e-12 1.943267e-06  
3580 2.592991e-01 4.384901e-01 8.662425e-06 6.590942e-08 2.310989e-01 3.918225e-03 5.195580e-02 1.880996e-12 3.428845e-06  
3581 2.575074e-01 4.251390e-01 6.789840e-06 5.538697e-08 1.922349e-01 2.115906e-03 5.037429e-02 9.060020e-13 2.709435e-06  
3582 2.645757e-01 3.080925e-01 3.417611e-06 4.952615e-08 1.943831e-01 5.224518e-03 7.944008e-02 1.305561e-12 2.155587e-06  
3583 2.140386e-01 4.202061e-01 4.590209e-06 4.805308e-08 2.387597e-01 7.241760e-03 6.570203e-02 1.031912e-12 2.124725e-06  
3584 1.565550e-01 3.371250e-01 6.836687e-06 3.955024e-08 1.999181e-01 3.696086e-03 5.110830e-02 8.682354e-13 1.725695e-06  
3585 2.744034e-01 2.745635e-01 9.016380e-06 5.520464e-08 2.353892e-01 7.431730e-03 4.740750e-02 1.163520e-12 4.877602e-06  
3586 2.349724e-01 2.416225e-01 6.377089e-06 4.613285e-08 1.810187e-01 2.899303e-03 5.523497e-02 8.654430e-13 5.354231e-06  
3587 1.221715e-01 1.432521e-01 4.075418e-06 3.977544e-08 1.584213e-01 4.221896e-03 7.270456e-02 1.285364e-12 1.506900e-06  
3588 2.144476e-01 2.164479e-01 4.050191e-06 4.526708e-08 1.272717e-01 5.556523e-03 4.466442e-02 9.611110e-13 2.812736e-06  
3589 2.381599e-01 3.664252e-01 4.843702e-06 6.328444e-08 1.616730e-01 3.808511e-03 8.818740e-02 1.651752e-12 4.698639e-06  
3590 3.856665e-01 4.660534e-01 7.583716e-06 4.651359e-08 9.832863e-02 5.105887e-03 6.763776e-02 5.982555e-13 3.764279e-06  
3591 2.119085e-01 2.274732e-01 3.683779e-06 3.422816e-08 8.973600e-02 2.696667e-03 5.916221e-02 2.026819e-12 2.700943e-06  
3592 2.228462e-01 2.388768e-01 3.065671e-06 6.827013e-08 1.087337e-01 7.509752e-03 4.803889e-02 1.851072e-12 3.389756e-06  
3593 3.847578e-01 5.060795e-01 6.707396e-06 4.579148e-08 2.182235e-01 3.203212e-03 8.388111e-02 7.148487e-13 2.089449e-06  
3594 2.823547e-01 2.885789e-01 6.205849e-06 6.737546e-08 2.191040e-01 7.271378e-03 7.693405e-02 2.041574e-12 3.383364e-06  
3595 1.091921e-01 2.474988e-01 7.825276e-06 3.824193e-08 2.149781e-01 4.478225e-03 8.548096e-02 1.696958e-12 1.995658e-06  
3596 1.970974e-01 3.451162e-01 2.544308e-06 2.833227e-08 1.502504e-01 4.098900e-03 6.701997e-02 1.662076e-12 1.773045e-06  
3597 2.162378e-01 2.688607e-01 5.443106e-06 2.992510e-08 9.166779e-02 2.924134e-03 7.850516e-02 6.322800e-13 2.519420e-06  
3598 2.590615e-01 3.825918e-01 4.982701e-06 2.730265e-08 1.616807e-01 7.818777e-03 7.369168e-02 8.083528e-13 3.687882e-06  
3599 3.512077e-01 4.523293e-01 3.164832e-06 2.501564e-08 1.951063e-01 4.137407e-03 5.282031e-02 9.442378e-13 2.781373e-06  
3600 3.026765e-01 3.149014e-01 4.473303e-06 2.400567e-08 1.738849e-01 6.259649e-03 5.759574e-02 7.825936e-13 2.509230e-06  
3601 1.662122e-01 2.925411e-01 8.940257e-06 3.721228e-08 1.681568e-01 6.161783e-03 8.312529e-02 1.540909e-12 3.514686e-06  
3602 3.241625e-01 4.380658e-01 8.149576e-06 5.326590e-08 2.296844e-01 3.744151e-03 4.624013e-02 1.756948e-12 1.664318e-06  
3603 1.365949e-01 1.864305e-01 3.830456e-06 2.656837e-08 2.164541e-01 5.001200e-03 5.747371e-02 8.398394e-13 4.057778e-06  
3604 2.131272e-01 3.289265e-01 2.962941e-06 6.464721e-08 1.249279e-01 5.477448e-03 6.521404e-02 1.689153e-12 4.083981e-06  
3605 3.625683e-01 4.519520e-01 7.181324e-06 1.800100e-08 8.949256e-02 5.527088e-03 4.821788e-02 1.030711e-12 3.535199e-06  
3606 1.115288e-01 2.418538e-01 6.643058e-06 2.431280e-08 1.814812e-01 7.465418e-03 4.989700e-02 5.670911e-13 3.360239e-06  
3607 2.506455e-01 3.251393e-01 8.805740e-06 3.138095e-08 1.355469e-01 3.272052e-03 8.127354e-02 6.257917e-13 1.754863e-06  
3608 1.763669e-01 2.029886e-01 6.536120e-06 5.749649e-08 2.315042e-01 5.952754e-03 7.774836e-02 1.259069e-12 4.635601e-06  
3609 3.399856e-01 4.288905e-01 6.732235e-06 5.659929e-08 1.579920e-01 5.601650e-03 5.736086e-02 1.204455e-12 3.988373e-06  
3610 3.406460e-01 3.817766e-01 6.231846e-06 6.227106e-08 2.251429e-01 6.960622e-03 4.550459e-02 1.313794e-12 5.472552e-06  
3611 2.297072e-01 2.565457e-01 7.644002e-06 4.907122e-08 1.913780e-01 4.407555e-03 8.092736e-02 1.453810e-12 1.585554e-06  
3612 4.010659e-01 4.646954e-01 5.674415e-06 4.655572e-08 1.714725e-01 5.463474e-03 4.500396e-02 6.756158e-13 2.247877e-06  
3613 1.114154e-01 1.497454e-01 3.698956e-06 5.887230e-08 1.110909e-01 6.005088e-03 5.301911e-02 1.274647e-12 3.584325e-06  
3614 2.559032e-01 3.912418e-01 7.183484e-06 5.125481e-08 2.396376e-01 3.858949e-03 8.476619e-02 9.843425e-13 4.370512e-06  
3615 3.596326e-01 3.696342e-01 4.849365e-06 3.049667e-08 1.131667e-01 3.260523e-03 7.853429e-02 5.891945e-13 4.636267e-06  
3616 3.178280e-01 3.470727e-01 4.161181e-06 1.883499e-08 1.838247e-01 3.194120e-03 8.737690e-02 2.206800e-12 2.006699e-06  
3617 2.841407e-01 3.732384e-01 8.653671e-06 2.962481e-08 2.324589e-01 2.527140e-03 8.287836e-02 1.537009e-12 5.055975e-06  
3618 1.865371e-01 2.987262e-01 7.755492e-06 3.734307e-08 1.790624e-01 6.942690e-03 4.516274e-02 1.743742e-12 3.081748e-06  
3619 1.829736e-01 2.052539e-01 3.584825e-06 6.356248e-08 2.033826e-01 3.258602e-03 6.286041e-02 1.420742e-12 2.118124e-06  
3620 3.140798e-01 4.883290e-01 8.065494e-06 5.260380e-08 1.958684e-01 6.805960e-03 4.673344e-02 7.316204e-13 4.761835e-06  
3621 2.064644e-01 3.630529e-01 8.796177e-06 5.880315e-08 1.777969e-01 3.067142e-03 7.899197e-02 1.287154e-12 4.032357e-06  
3622 2.418678e-01 3.253310e-01 7.958896e-06 5.904993e-08 2.132596e-01 2.904070e-03 4.868925e-02 5.838138e-13 3.424205e-06  
3623 2.094206e-01 2.262592e-01 6.795264e-06 3.303248e-08 1.794346e-01 4.313582e-03 9.032652e-02 2.174346e-12 2.058964e-06  
3624 3.102815e-01 3.225358e-01 8.714384e-06 6.795455e-08 2.391177e-01 4.404402e-03 7.630188e-02 6.175532e-13 1.529834e-06  
3625 1.758075e-01 3.120639e-01 8.822958e-06 2.839393e-08 1.414200e-01 6.828074e-03 8.132019e-02 9.295434e-13 2.299992e-06  
3626 1.438583e-01 2.218351e-01 8.546361e-06 7.166266e-08 1.200441e-01 3.800117e-03 4.652010e-02 1.876904e-12 4.429704e-06  
3627 1.293503e-01 2.492033e-01 4.166489e-06 3.428623e-08 2.027855e-01 6.011754e-03 4.497487e-02 1.842018e-12 3.291189e-06  
3628 2.119877e-01 3.408681e-01 6.249051e-06 5.445130e-08 2.106660e-01 3.359390e-03 8.565801e-02 1.648738e-12 3.686655e-06  
3629 1.340977e-01 2.587893e-01 2.645978e-06 6.066046e-08 1.489569e-01 2.600312e-03 8.065162e-02 9.183777e-13 5.255034e-06  
3630 3.094256e-01 3.333225e-01 5.405279e-06 2.914121e-08 1.596992e-01 4.638518e-03 4.902499e-02 1.227778e-12 2.234802e-06  
3631 2.246706e-01 2.681362e-01 4.381744e-06 2.872123e-08 6.615317e-02 6.029127e-03 5.300959e-02 1.470194e-12 4.123480e-06  
3632 4.072747e-01 4.581310e-01 9.221192e-06 3.410327e-08 1.015648e-01 7.251518e-03 6.407665e-02 8.107627e-13 2.567707e-06  
3633 3.759052e-01 5.320688e-01 9.591719e-06 4.583830e-08 2.340575e-01 5.132945e-03 7.841422e-02 1.473280e-12 2.195170e-06  
3634 2.412760e-01 2.595263e-01 9.380446e-06 4.502336e-08 1.456540e-01 5.856225e-03 5.118984e-02 1.882606e-12 3.235535e-06  
3635 3.959168e-01 4.993223e-01 3.933883e-06 2.122864e-08 2.381390e-01 5.096588e-03 4.806774e-02 1.277107e-12 2.365395e-06  
3636 2.407311e-01 3.372733e-01 7.945250e-06 3.521620e-08 1.107879e-01 7.357837e-03 4.745380e-02 1.066587e-12 5.229255e-06  
3637 1.091596e-01 1.644524e-01 5.721604e-06 3.924167e-08 1.454741e-01 5.368466e-03 6.693206e-02 1.656361e-12 2.098006e-06  
3638 2.037555e-01 2.407354e-01 4.233702e-06 6.671368e-08 2.256353e-01 7.320454e-03 4.939736e-02 1.329039e-12 2.149461e-06  
3639 2.682505e-01 3.459979e-01 8.056095e-06 5.467225e-08 1.433260e-01 7.388911e-03 4.882533e-02 2.029158e-12 5.372782e-06  
3640 2.344082e-01 4.198467e-01 6.072639e-06 5.796312e-08 2.334287e-01 5.156540e-03 4.893520e-02 1.190315e-12 5.613774e-06  
3641 1.339223e-01 1.810290e-01 5.084391e-06 6.949928e-08 7.566781e-02 7.807755e-03 6.195541e-02 1.078880e-12 3.048106e-06  
3642 1.828880e-01 1.853237e-01 4.693929e-06 2.970604e-08 6.134417e-02 4.706388e-03 8.214535e-02 1.161441e-12 2.591388e-06  
3643 3.671082e-01 3.887344e-01 2.891528e-06 4.652549e-08 1.871780e-01 6.241899e-03 4.457757e-02 1.423634e-12 2.121270e-06  
3644 1.783219e-01 3.719614e-01 4.125884e-06 5.827227e-08 2.233534e-01 6.242427e-03 6.369984e-02 7.678965e-13 3.304892e-06  
3645 2.937726e-01 3.481750e-01 9.298511e-06 4.537857e-08 1.160226e-01 6.101335e-03 4.410860e-02 2.211990e-12 2.300804e-06  
3646 3.527068e-01 4.576493e-01 4.018851e-06 5.688037e-08 1.113704e-01 7.794557e-03 5.474516e-02 2.047276e-12 2.704839e-06  
3647 2.806880e-01 3.360347e-01 5.886602e-06 3.621321e-08 1.657933e-01 3.724743e-03 7.809639e-02 7.505107e-13 4.328620e-06  
3648 2.928795e-01 4.543232e-01 2.456915e-06 3.685165e-08 2.337446e-01 3.569874e-03 4.694526e-02 6.274477e-13 3.734594e-06  
3649 3.374572e-01 3.942433e-01 8.269851e-06 2.265729e-08 9.688301e-02 7.134414e-03 9.020425e-02 1.606139e-12 3.157155e-06  
3650 3.002122e-01 3.034015e-01 4.596838e-06 2.858549e-08 2.389530e-01 4.491072e-03 7.685945e-02 1.375779e-12 1.501433e-06  
3651 1.444753e-01 1.885867e-01 7.770605e-06 5.254727e-08 1.136489e-01 6.795977e-03 5.214514e-02 1.765514e-12 4.272196e-06  
3652 2.761890e-01 4.137823e-01 3.778096e-06 4.537743e-08 1.396508e-01 4.043420e-03 7.286600e-02 1.668283e-12 5.659283e-06  
3653 1.704910e-01 2.608692e-01 4.110153e-06 3.107927e-08 2.209712e-01 7.272530e-03 6.884560e-02 9.941320e-13 4.514616e-06  
3654 2.648295e-01 3.887705e-01 3.854431e-06 3.689712e-08 1.554167e-01 2.137073e-03 6.957610e-02 2.025734e-12 5.867797e-06  
3655 1.549820e-01 1.717139e-01 8.106993e-06 4.579366e-08 1.555184e-01 2.059318e-03 7.293090e-02 1.558609e-12 2.374848e-06  
3656 3.293382e-01 3.587399e-01 2.468643e-06 3.955812e-08 7.338262e-02 5.639230e-03 6.031308e-02 1.827706e-12 5.283354e-06  
3657 4.125589e-01 4.666561e-01 4.835405e-06 2.410082e-08 9.582600e-02 6.620785e-03 7.719239e-02 1.003054e-12 2.753170e-06  
3658 3.374032e-01 3.905530e-01 5.779399e-06 2.070741e-08 2.042822e-01 5.894311e-03 5.817202e-02 1.296435e-12 2.041791e-06  
3659 3.257150e-01 3.490848e-01 3.490990e-06 3.633237e-08 1.453140e-01 5.044957e-03 4.204931e-02 9.085534e-13 4.701214e-06  
3660 3.113977e-01 4.703798e-01 6.296613e-06 3.787378e-08 1.734990e-01 3.214340e-03 5.090126e-02 1.089800e-12 5.556999e-06  
3661 2.300553e-01 2.513331e-01 7.590562e-06 4.122260e-08 1.393911e-01 2.233090e-03 6.782399e-02 1.829362e-12 3.344939e-06  
3662 2.228250e-01 2.892194e-01 2.793072e-06 2.324654e-08 1.974019e-01 4.404677e-03 7.695336e-02 7.104254e-13 2.154420e-06  
3663 3.062742e-01 3.733683e-01 7.693237e-06 3.532364e-08 1.758827e-01 4.256708e-03 5.249184e-02 7.596701e-13 5.663793e-06  
3664 3.798230e-01 4.193569e-01 6.457974e-06 6.880227e-08 2.301953e-01 6.072717e-03 4.440336e-02 2.166095e-12 2.970212e-06  
3665 1.886066e-01 2.389260e-01 5.051559e-06 3.061791e-08 1.905801e-01 5.428283e-03 6.180114e-02 8.164283e-13 1.780389e-06  
3666 2.876132e-01 3.933269e-01 8.303121e-06 4.458293e-08 2.228437e-01 3.768264e-03 8.583782e-02 1.486170e-12 5.355324e-06  
3667 1.681072e-01 1.859632e-01 2.512533e-06 5.058054e-08 2.252451e-01 7.152261e-03 7.008147e-02 2.171558e-12 2.718714e-06  
3668 2.569564e-01 3.212937e-01 3.229729e-06 4.291712e-08 2.309236e-01 2.703868e-03 7.414277e-02 1.026012e-12 5.914616e-06  
3669 2.173794e-01 3.145630e-01 5.846470e-06 3.754332e-08 1.846895e-01 5.033549e-03 5.703504e-02 2.215167e-12 1.888993e-06  
3670 3.815944e-01 4.073666e-01 4.395264e-06 2.262161e-08 2.173253e-01 5.857609e-03 5.503120e-02 1.706973e-12 2.027182e-06  
3671 3.149341e-01 3.652676e-01 9.012307e-06 3.290712e-08 2.155980e-01 6.422351e-03 6.208461e-02 7.869998e-13 3.618007e-06  
3672 2.446719e-01 2.935962e-01 7.665218e-06 2.567210e-08 1.642942e-01 2.386944e-03 7.069592e-02 2.146681e-12 5.528357e-06  
3673 2.278491e-01 2.662486e-01 5.937769e-06 3.462812e-08 1.884651e-01 4.694788e-03 7.049774e-02 1.598118e-12 3.215157e-06  
3674 2.279057e-01 3.625538e-01 9.556725e-06 5.675147e-08 2.211567e-01 4.557293e-03 6.033414e-02 1.695945e-12 4.033003e-06  
3675 1.495319e-01 1.888487e-01 8.309155e-06 4.347676e-08 1.293353e-01 6.218225e-03 5.489472e-02 2.152129e-12 1.669394e-06  
3676 3.519396e-01 3.980583e-01 4.412156e-06 5.419803e-08 1.447438e-01 4.842828e-03 7.225349e-02 1.406409e-12 2.250565e-06  
3677 2.863490e-01 3.083746e-01 3.357059e-06 3.174355e-08 1.504821e-01 5.264050e-03 5.095696e-02 1.327706e-12 5.731433e-06  
3678 1.966067e-01 4.139238e-01 6.532510e-06 2.908738e-08 2.348944e-01 5.259111e-03 5.703934e-02 7.444655e-13 5.447854e-06  
3679 4.134711e-01 5.069536e-01 9.266651e-06 3.968111e-08 1.936640e-01 3.444852e-03 6.023101e-02 8.371186e-13 1.840154e-06  
3680 2.734888e-01 3.911027e-01 5.388059e-06 4.442914e-08 1.988337e-01 3.920543e-03 5.151208e-02 1.227776e-12 3.199782e-06  
3681 3.800286e-01 4.113873e-01 4.505470e-06 7.047337e-08 1.195598e-01 6.259585e-03 5.781384e-02 2.090520e-12 3.877291e-06  
3682 2.514336e-01 3.604479e-01 9.185988e-06 4.118278e-08 1.827411e-01 2.592836e-03 6.998092e-02 1.501416e-12 3.588437e-06  
3683 3.634559e-01 3.717824e-01 3.059149e-06 6.531327e-08 2.110838e-01 6.851552e-03 8.354753e-02 1.945690e-12 1.884072e-06  
3684 3.053483e-01 3.188151e-01 8.022562e-06 7.037215e-08 6.097712e-02 3.007263e-03 6.360510e-02 7.855717e-13 4.757439e-06  
3685 4.126827e-01 5.100128e-01 2.452550e-06 6.986376e-08 1.183799e-01 6.799857e-03 4.496709e-02 7.079931e-13 3.451765e-06  
3686 2.903385e-01 3.205103e-01 9.498021e-06 6.565349e-08 1.633613e-01 4.544826e-03 8.198150e-02 6.161774e-13 2.850104e-06  
3687 4.190859e-01 4.533772e-01 5.731195e-06 6.355911e-08 2.079040e-01 5.842488e-03 5.167721e-02 6.812565e-13 5.212414e-06  
3688 1.773242e-01 3.461144e-01 3.706382e-06 2.818563e-08 1.749364e-01 3.074460e-03 4.514053e-02 1.077374e-12 2.103814e-06  
3689 3.975775e-01 4.357171e-01 9.016097e-06 6.461838e-08 2.326937e-01 2.357681e-03 8.563119e-02 1.616589e-12 5.905834e-06  
3690 1.887590e-01 3.607927e-01 2.574360e-06 3.112284e-08 2.229433e-01 6.981335e-03 4.706929e-02 8.581302e-13 4.846764e-06  
3691 1.952381e-01 2.800133e-01 9.467592e-06 4.042332e-08 1.717539e-01 4.461976e-03 4.486341e-02 2.002521e-12 5.038480e-06  
3692 3.734912e-01 3.791513e-01 7.997584e-06 5.600187e-08 1.219034e-01 5.248585e-03 6.326157e-02 1.907245e-12 1.997181e-06  
3693 3.940188e-01 4.761902e-01 9.463334e-06 3.266009e-08 2.042976e-01 2.956930e-03 8.961099e-02 1.610662e-12 1.517739e-06  
3694 3.671046e-01 3.930357e-01 3.412159e-06 2.422788e-08 7.023148e-02 7.317231e-03 7.116361e-02 7.984360e-13 4.160996e-06  
3695 2.540067e-01 3.335598e-01 9.006322e-06 3.692791e-08 1.886728e-01 6.398164e-03 7.839379e-02 1.326271e-12 3.721847e-06  
3696 2.224207e-01 2.374623e-01 2.762233e-06 2.472058e-08 1.581475e-01 6.016848e-03 8.902010e-02 9.373554e-13 4.144530e-06  
3697 2.508261e-01 2.623649e-01 6.434635e-06 1.896874e-08 1.922764e-01 7.324322e-03 5.685952e-02 1.632360e-12 5.261915e-06  
3698 3.004214e-01 3.875169e-01 8.433111e-06 6.799090e-08 1.890748e-01 5.272199e-03 7.219950e-02 1.714326e-12 3.722603e-06  
3699 3.716726e-01 5.457348e-01 3.200310e-06 6.614417e-08 2.030986e-01 7.920229e-03 6.398322e-02 1.205008e-12 3.764443e-06  
3700 3.426297e-01 5.042873e-01 3.017042e-06 3.564074e-08 2.214048e-01 2.974586e-03 4.815809e-02 8.524013e-13 2.469012e-06  
3701 3.968749e-01 5.016702e-01 4.009475e-06 5.159184e-08 1.425671e-01 6.110313e-03 5.817526e-02 1.188797e-12 4.223824e-06  
3702 2.046135e-01 2.580383e-01 7.018921e-06 3.486829e-08 8.181257e-02 4.822542e-03 4.961581e-02 1.044182e-12 4.765668e-06  
3703 1.342106e-01 2.245660e-01 4.194455e-06 4.584911e-08 1.200664e-01 7.625754e-03 5.038486e-02 1.598565e-12 5.851216e-06  
3704 3.868854e-01 5.332223e-01 3.808911e-06 3.947756e-08 1.744896e-01 3.398602e-03 4.726217e-02 1.702282e-12 4.529502e-06  
3705 3.097520e-01 3.671112e-01 4.621920e-06 4.387516e-08 2.196229e-01 6.102217e-03 5.554213e-02 7.391906e-13 4.268364e-06  
3706 3.662907e-01 4.025654e-01 6.513216e-06 1.879250e-08 9.089245e-02 3.371433e-03 7.120921e-02 1.062722e-12 1.534381e-06  
3707 2.846169e-01 2.970747e-01 8.645414e-06 6.743777e-08 2.019517e-01 2.570799e-03 4.508187e-02 8.663320e-13 4.398642e-06  
3708 3.129039e-01 3.817322e-01 7.027330e-06 5.691603e-08 2.068707e-01 2.629314e-03 7.061396e-02 1.724905e-12 4.083108e-06  
3709 2.177142e-01 2.649527e-01 8.060722e-06 6.739388e-08 2.014409e-01 2.341402e-03 4.763582e-02 2.023111e-12 4.918331e-06  
3710 3.520917e-01 5.328076e-01 2.562703e-06 7.058607e-08 2.042454e-01 2.594733e-03 4.335753e-02 8.484775e-13 1.853907e-06  
3711 1.959530e-01 4.078605e-01 8.515643e-06 5.949788e-08 2.229426e-01 5.072428e-03 8.921372e-02 1.635097e-12 2.987746e-06  
3712 3.394618e-01 3.517873e-01 4.494404e-06 3.258555e-08 1.019289e-01 2.676346e-03 4.795416e-02 9.476553e-13 2.512469e-06  
